X,Y,OBJECTID,CBML,TIPO_SITIO,NOMBRE,TIPO_IMPORTANCIA
-75.576213187700006,6.3005994625,2207,06040380001,Parque,RAFAEL J. MEJIA,Baja
-75.5727231778,6.3088592436,2208,06010640002,Centro de Cultura Religiosa,PARROQUIA SAN JUAN BAUTISTA PRECURSOR,Alta
-75.582715757100004,6.303991085,2209,06100090022,Centro de Cultura Religiosa,IGLESIA PENTECOSTAL UNIDA DE COLOMBIA,Medio
-75.574496319,6.302770351,2210,06040700001,Edificios,LONDOÑO ALZATE,Medio
-75.576977614499995,6.2895212074,2211,06050030016,Edificios,SANCHEZ RESTREPO,Medio
-75.571947934299999,6.303951884,2212,06040880014,Edificios,BETANCUR MEJIA,Medio
-75.575275325800007,6.3078832499,2213,06010450001,Edificios,CASTELLON DE SANTAD,Medio
-75.576408406200002,6.2972137359,2214,06040080004,Edificios,PABON PALACIO,Medio
-75.577138056799996,6.2922495416,2215,06050220018,Edificios,GOMEZ,Medio
-75.579725888,6.2911127194,2216,06060010049,Edificios,GOMEZ VALDES,Medio
-75.579489177300005,6.2940956829,2217,06060200012,Edificios,EDUARDO JAIME CORTEZ,Medio
-75.580576279599995,6.294741917,2218,06060220036,Edificios,SIERRA,Medio
-75.5775523362,6.2924509234,2219,06050230019,Edificios,JIMENEZ AGUDELO,Medio
-75.579507069,6.287315773,2220,06070300049,Edificios,MARTINEZ HINCAPIE,Medio
-75.581945229799999,6.2862437847,2221,06070220026,Edificios,REYES,Medio
-75.573184140500004,6.3065949072,2222,06010380005,Edificios,MESA GONZALEZ,Medio
-75.582181341799995,6.285989061,2223,06070220004,Edificios,LUIS ALFONSO,Medio
-75.583062591399994,6.3000953237,2224,06080650002,Cancha,COLISEO,Baja
-75.580337750499993,6.28946016,2225,06070710068,Edificios,HERRERA VELEZ P.H.,Alta
-75.572721795099994,6.3042047472,2226,06041110001,Parque,INFANTIL,Baja
-75.583098582199995,6.2891169538,2227,06070390033,Edificios,VILLA VILLADA,Alta
-75.577992894100007,6.3065421415,2228,06020790001,Señalización,TORRE ALTA TENSION,Baja
-75.573825163099997,6.3010136496,2229,06040550012,Señalización,PEATONAL,Baja
-75.583893200700004,6.2919096468,2230,06070800038,Edificios,LOPEZ GAVIRIA,Alta
-75.585988128400004,6.2898644147,2231,06070550032,Edificios,CHAVARRIA P.H.,Alta
-75.578792975100001,6.2886007897,2232,06070670011,Edificios,HENAO OROZCO P.H.,Alta
-75.579670058700003,6.2886918067,2233,06070690004,Edificios,ALZATE P.H.,Alta
-75.580794031899998,6.2879668866,2234,06070330023,Edificios,GIRALDO CORREA,Alta
-75.577174908900005,6.3041124323,2235,06010010004,Cancha,UNIDAD DEPORTIVA DOCE DE OCTUBRE,Baja
-75.583442960100001,6.2893757367,2236,06070390018,Edificios,LA ESPERANZA,Alta
-75.584506033099998,6.2870535172,2237,06070940001,Parque,LA CRUZ,Baja
-75.578386898600002,6.3032022894,2238,06010010008,Instituto Educativo,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Alta
-75.581962860199994,6.2872000782,2239,06070350008,Edificios,MARIA LUISA,Alta
-75.5820931449,6.2854917244,2240,06070060014,Edificios,RUIZ MORENO,Alta
-75.582968135,6.2894271005,2241,06070600015,Edificios,GUTIERREZ ZAPATA,Alta
-75.580343167699994,6.2868829882,2242,06070260015,Edificios,ROSA HELENA P.H.,Alta
-75.582471482,6.286517593,2243,06070210017,Edificios,ARANGO,Alta
-75.582224477599993,6.2881727974,2244,06070620012,Edificios,CADAVID,Alta
-75.575268949100007,6.2982295768,2245,06040220014,Comercio,"MISION PANAMERICANA DE COLOMBIA SEDE PED ""CENTRO DE FE Y ESPERANZA""",Medio
-75.581129483500007,6.2887030595,2246,06070640030,Edificios,ACENET OQUENDO MORENO,Alta
-75.580137157500005,6.289040409,2247,06070700009,Edificios,VIRGELINA MOLARES,Alta
-75.582665986799995,6.2879360634,2248,06070370006,Edificios,RODRIGUEZ,Alta
-75.581732986899993,6.2905078985,2249,06070740002,Señalización,CONCENTRACION KENNEDY UNIDAD BASICA,Baja
-75.582565045500004,6.2873401927,2251,06070200025,Edificios,ORREGO P.H.,Alta
-75.582896022200003,6.2867865243,2252,06070200013,Edificios,TAVERA,Alta
-75.581379585299999,6.2870501093,2253,06070340025,Edificios,MEJIA RIOS P.H.,Alta
-75.580246976400005,6.2872149669,2254,06070260021,Edificios,P.H. ZAPATA,Alta
-75.585044439300006,6.308497109,2255,06120200024,Escuelas Colegios,"PREESCOLAR ""LUCERITOS DEL PICACHO""",Alta
-75.571760126599997,6.3054607735,2256,06040900001,Señalización,GRADAS,Baja
-75.5807334016,6.3090378375,2257,06021110001,Cancha,CANCHA,Baja
-75.58434387,6.2923966725,2258,06070930011,Edificios,ARTURO Y CIA. P.H.,Alta
-75.580489076500001,6.2871810471,2259,06070250029,Edificios,MEJIA,Alta
-75.584773094400006,6.3022862512,2260,06090320051,Droguerias,GAVION,Baja
-75.5838290505,6.2907078913,2261,06070790071,Centro de Cultura Religiosa,JUAN EVANGELISTA,Alta
-75.578609973799999,6.3087504483,2262,06021140001,Cancha,PLACA DEPORTIVA,Baja
-75.580415779199996,6.2866673664,2263,06070260012,Edificios,GIRALDO DE RESTREPO,Alta
-75.582174218800006,6.2943627249,2264,06060160001,Cancha,PLACA POLIDEPORTIVA,Baja
-75.583434474100002,6.2894437864,2266,06070390019,Edificios,ORREGO HENAO,Alta
-75.575951826299999,6.2934737525,2267,06050290014,Biblioteca,BIBLIOTECA FUNDACION FAMILIA LA ESPERANZ,Medio
-75.5799056237,6.2862665144,2268,06070270043,Edificios,DAZA LOPERA,Alta
-75.572107726300004,6.3016675103,2269,06040730002,Instituto Educativo,MAESTRO FERNANDO B,Alta
-75.5721211762,6.3020596202,2270,06040730005,Centro de Cultura Religiosa,PARROQUIA DE NUESTRA SEÑORA DE LA BALVANERA,Alta
-75.584476424299993,6.2890515939,2271,06070420013,Edificios,RIVERA P.H.,Alta
-75.584540529500003,6.2883744905,2272,06070150008,Edificios,AGUIRRE Y LONDOÑO,Alta
-75.577479400900003,6.2941259277,2273,06050290019,Escuelas Colegios,REPUBLICA DE CUBA,Alta
-75.585193744799994,6.2902588825,2274,06070810006,Edificios,COLORADO,Alta
-75.5829468588,6.2894653433,2275,06070600016,Edificios,MARIN,Alta
-75.579888292899994,6.289010749,2276,06070700051,Edificios,CASTAÑEDA,Alta
-75.583396217900003,6.2884723338,2277,06070390003,Edificios,JAILOGE,Alta
-75.582604516100005,6.2859876916,2278,06070210007,Edificios,MOLINA ALVAREZ,Alta
-75.582263495199996,6.3085744635,2279,06020970002,Comercio,CENTRO DE INTEGRACION BARRIAL,Medio
-75.579628594400006,6.2870284193,2280,06070270029,Edificios,MARCO TULIO HIGUITA,Alta
-75.579820590899999,6.2967725011,2281,06060530001,Cancha,COLISEO,Baja
-75.5822662108,6.2890829339,2282,06070610021,Edificios,ACEVEDO,Alta
-75.584251528300001,6.2906309378,2283,06070800061,Edificios,VARGAS,Alta
-75.577015537500003,6.2931129629,2284,06050290003,Centro de Cultura Religiosa,TEMPLO,Alta
-75.580163301,6.2867694389,2285,06070260030,Edificios,MEJIA P.H.,Alta
-75.58049231299999,6.2896106538,2286,06070710017,Edificios,AVENDANO RAMIREZ,Alta
-75.580857012699994,6.2864707203,2287,06070250004,Bares Discotecas,ESCOBAR,Alta
-75.582798875500004,6.2893048883,2288,06070600023,Edificios,ACEVEDO HENAO,Alta
-75.577413655499996,6.3056007032,2289,06020410014,Señalización,UN. SANITARIA,Baja
-75.583044974399996,6.2859595589,2290,06070070006,Edificios,GOMEZ,Alta
-75.575888786600004,6.2993572305,2291,06040290011,Edificios,CARRERA 74B,Alta
-75.585593912500002,6.291546622,2292,06070880008,Edificios,CABEZAS TABORDA,Alta
-75.582851375700002,6.2869951237,2293,06070200017,Edificios,P.H. TAMAYO TAMAYO,Alta
-75.579905413700004,6.2868832188,2294,06070270022,Edificios,ANA ROSA,Alta
-75.580534649699999,6.285841068,2295,06070020015,Edificios,JOSE P.H.,Alta
-75.586170040599995,6.2991536902,2296,06090070013,Edificios,EL ATICO DE ROBLEDO,Alta
-75.581823430599997,6.2899502997,2297,06070740001,Escuelas Colegios,JARDIN COMUNITARIO SUSANITA DIAZ,Alta
-75.580539551599998,6.2875175227,2298,06070250023,Edificios,LOPEZ CARDONA,Alta
-75.569889900700005,6.3030217186,2299,06041000001,Parque,LA ARBOLEDA,Baja
-75.578192161600001,6.2975103896,2300,06040050009,Edificios,ARANGO GARCIA P.H.,Alta
-75.584928782,6.3023331372,2301,06090320052,Señalización,MURO DE GAVION,Baja
-75.584980644400005,6.2907914961,2302,06070810013,Edificios,MARIA EUGENIA,Alta
-75.576674554799993,6.2932180227,2303,06050290012,Escuelas Colegios,CONCENTRACION FEMENINA ESCUELA LOS COMUN,Alta
-75.580676138399994,6.2863776244,2305,06070250041,Edificios,MARIA NUBIA LONDOÑO,Alta
-75.5804640928,6.2863262945,2306,06070260005,Edificios,RINCON RIVERA,Alta
-75.582690100899995,6.2880056046,2307,06070370007,Edificios,MARIN DIEZ,Alta
-75.577615755400004,6.293454142,2308,06050290018,Escuelas Colegios,HOGAR INFANTIL ROSITA,Alta
-75.583947786899998,6.2950790548,2309,06080280024,Escuelas Colegios,HOGAR INFANTIL CARITAS LINDAS,Alta
-75.582986376299999,6.2893096453,2310,06070600011,Edificios,MIRAMAR,Alta
-75.571227027,6.3041768126,2311,06040970012,Parque,PARQUE,Baja
-75.580347093499995,6.2870073921,2312,06070260018,Edificios,JESUS MARIA OBANDO,Alta
-75.580473743300004,6.2855755314,2313,06070020024,Edificios,VILLEGAS P.H.,Alta
-75.579027855199996,6.3009954401,2314,06030900001,Cancha,BASQUET,Baja
-75.580282625899997,6.2883238457,2315,06070320021,Edificios,ZULETA RIOS,Alta
-75.581943275699999,6.290185487,2316,06070740002,Cancha,DE BASQUETBOL,Baja
-75.581392380599993,6.2871077084,2317,06070340024,Edificios,CORREA BERRIO P.H.,Alta
-75.574044632099998,6.298861009,2318,06040350001,Señalización,CANAL,Baja
-75.571552959900004,6.3006179175,2319,06040660001,Escuelas Colegios,SAGRADO CORAZON DE JESUS,Alta
-75.584917161800007,6.2978325198,2320,06080410102,Conjuto Residencial,URB.SAUCES DE GRANADA,Alta
-75.584267581899994,6.2887053446,2321,06070410006,Edificios,ZAPATA,Alta
-75.570582199200004,6.302022389,2322,06040850002,Escuelas Colegios,I.C.B.F,Alta
-75.580465923399998,6.2859357065,2323,06070020019,Edificios,RIOS DE VALENCIA,Alta
-75.579793099100002,6.3073292224,2324,06020880001,Parque,INFANTIL,Alta
-75.572698918599997,6.3086696484,2325,06010640001,Escuelas Colegios,HOGARN INFANTIL GRANDES SUEÑOS,Alta
-75.5801665388,6.2993432981,2326,06030490001,Cancha,PLACA POLIDEPORTIVA,Medio
-75.584509419200003,6.3051241897,2327,06100220016,Cancha,PLACA POLIDEPORTIVA,Baja
-75.580826940500003,6.2877423539,2328,06070330027,Edificios,MARIACA SILVA,Alta
-75.584320411799993,6.2910242705,2329,06070800014,Edificios,ADAN  MEJIA,Alta
-75.584443236400006,6.3017241025,2330,06090310002,Bares Discotecas,BARRANCO,Alta
-75.579984807499997,6.2865544356,2331,06070270016,Edificios,HIGUITA,Alta
-75.5801552386,6.2889822159,2332,06070700008,Edificios,HENAO ARANGO,Alta
-75.580625885499998,6.286489244,2333,06070250039,Edificios,HERNANDEZ LOPEZ,Alta
-75.579805400799998,6.288498779,2334,06070660013,Edificios,HERRERA,Alta
-75.580329278600004,6.2898982819,2335,06070710023,Edificios,TORRES TORRES,Alta
-75.574803285599998,6.299311287,2336,06040350001,Escuelas Colegios,PREESCOLAR LOS PINGUINOS,Alta
-75.583187084399995,6.2896194559,2337,06070390024,Edificios,SUAZA GUZMAN,Alta
-75.581472320800003,6.2867433119,2338,06070340030,Edificios,PANESSO,Alta
-75.583174257500005,6.2894675268,2339,06070390027,Edificios,PAVAS,Alta
-75.582503955299998,6.2859181802,2340,06070210048,Edificios,LONDOÑO P.H.,Alta
-75.580749573299997,6.287043569,2341,06070250013,Edificios,CORTES DURAN,Alta
-75.576833479100003,6.2938238612,2342,06050290015,Cancha,DE MICROFUTBOL,Baja
-75.574730981,6.294739591,2343,06050340023,Escuelas Colegios,ELISA ARANGO DE COOK,Alta
-75.576308297,6.2930249239,2344,06050290015,Cancha,"DE FUTBOL ""MARACANA""",Baja
-75.582127353100006,6.3004828639,2345,06080750002,Escuelas Colegios,LICEO,Alta
-75.581002495199996,6.3022172968,2346,06031090003,Otros,CAFETERIA,Baja
-75.581232897899994,6.3079521544,2347,06020830002,Señalización,CASETA,Baja
-75.583333928299993,6.2889770136,2348,06070390010,Edificios,GARCIA,Alta
-75.576525391600001,6.2937937906,2349,06050290013,Comercio,CENTRO INTEGRADO LA ESPERANZA,Medio
-75.579647138799999,6.2869017899,2350,06070270031,Edificios,VELASCO PARRA,Alta
-75.579264436599999,6.2887662608,2351,06070680009,Edificios,MARBER,Alta
-75.584700847600004,6.3003109261,2352,06090200017,Plaza de Mercado,HIPERMERCADO,Alta
-75.580495390699994,6.30867623,2353,06021110001,Señalización,AUDITORIO,Baja
-75.575282482,6.2923214878,2027,06050310001,Edificios,CALLE 96,Medio
-75.583058219199998,6.295284748,2028,06080370013,Edificios,SEVERINO BAENA,Medio
-75.575904282699994,6.2899157389,2029,06050170009,Edificios,EL CASTILLO PH.,Medio
-75.575824956299996,6.2930089678,2030,06050300015,Edificios,CARO CARO PH.,Medio
-75.579607464399999,6.2942927011,2031,06060190038,Edificios,MARTINEZ PH.,Medio
-75.578364336600004,6.2936027747,2032,06050270046,Edificios,GARCIA ESCOBAR PH.,Medio
-75.5794077786,6.2947980821,2033,06060190029,Edificios,PALACIO OCHOA PH.,Medio
-75.5845152,6.2910031682,2034,06070900017,Edificios,MARITOPA,Medio
-75.576871037,6.2982685104,2035,06040130005,Edificios,VELEZ P.H.,Baja
-75.575299425699995,6.2990402018,2036,06040290001,Edificios,ELVIA  INES DUQUE,Baja
-75.576716672900005,6.2982493229,2037,06040130002,Edificios,MARIELA P.H.,Medio
-75.572950915700005,6.3046642007,2038,06040820005,Edificios,CORRALES AGUDELO P.H.,Baja
-75.571283716799996,6.3037739031,2039,06040920015,Edificios,GALLEGO GARCIA P.H.,Baja
-75.586088837700004,6.2894872054,2040,06070510026,Edificios,LONDOÑO RUIZ,Medio
-75.581670251700004,6.3030228557,2041,06031120019,Edificios,RENDON RESTREPO,Medio
-75.578137384900003,6.2935875464,2042,06050280011,Edificios,ANGELA VALENCIA Y OTRO PH.,Medio
-75.581208768600007,6.2980547758,2043,06030070022,Edificios,GONZALEZ GALLEGO PH.,Medio
-75.577451243,6.2963082074,2044,06050420041,Edificios,MIRA VELASQUEZ P.H.,Baja
-75.585203776,6.2889462158,2045,06070480002,Edificios,VASQUEZ BUILES P.H.,Baja
-75.583291054499995,6.289110079,2046,06070390013,Edificios,HENAO RESTREPO P.H.,Baja
-75.583054431500003,6.288310489,2047,06070380012,Edificios,GUTIERREZ DUQUE P.H.,Baja
-75.58037882399999,6.2854065291,2048,06070010009,Edificios,ARANGO OSPINA,Medio
-75.583698271800003,6.3056766458,2049,06110090011,Edificios,VALENCIA CANO,Medio
-75.576078753,6.3095195742,2050,06010750003,Edificios,SERGIO Y AURELIA,Medio
-75.581029177800005,6.295566161,2051,06060310024,Edificios,GAVIRIA ZAPATA P.H.,Baja
-75.575591642600003,6.3100627215,2052,06010920016,Edificios,MUÑ0Z,Alta
-75.575737793100004,6.3105029183,2053,06011020003,Señalización,PIEDRAHITA GARCIA,Baja
-75.575651500899994,6.3105723743,2054,06011020005,Edificios,GALVEZ MUÑOZ,Medio
-75.579901383199996,6.303243223,2056,06020060011,Edificios,VASQUEZ ZAPATA,Alta
-75.5798616509,6.3031923634,2057,06020060012,Edificios,GALEANO RENDON,Alta
-75.580554768499994,6.3033195748,2058,06020070015,Edificios,JANETH,Alta
-75.581632115399998,6.3038890107,2059,06020100005,Edificios,MORENO RESTREPO,Alta
-75.580425913799999,6.3039667038,2060,06020190007,Edificios,VARGAS PEREZ,Alta
-75.582092094199993,6.2965377182,2061,06060340019,Edificios,LORA SERNA,Medio
-75.578809430299998,6.2959918752,2062,06060290019,Escuelas Colegios,SAN MARTIN DE PORRES,Alta
-75.579465070200001,6.290283266,2063,06070950021,Cancha,OCAMPO,Baja
-75.5824086601,6.2916777114,2064,06070770048,Edificios,RODAS P.H.,Alta
-75.585743613399998,6.2914437655,2065,06070870012,Edificios,ROLDAN ZAPATA,Alta
-75.585086926499997,6.2915363918,2066,06070890017,Señalización,PUERTA,Baja
-75.583380017500005,6.2911929653,2067,06070780028,Edificios,DON GONZALO,Alta
-75.583317980499999,6.289821483,2068,06070770007,Edificios,BAENA P.H.,Alta
-75.583860010699993,6.2906009343,2069,06070790073,Edificios,MONTOYA,Alta
-75.579390641700002,6.2904991624,2070,06070950017,Edificios,GIRALDO TRUJILLO,Alta
-75.583965585900003,6.2902663618,2071,06070790079,Edificios,ZAPATA PEREZ,Alta
-75.583621794799996,6.2911797486,2072,06070790061,Edificios,SANCHEZ GONZALES,Alta
-75.583642818200005,6.291878214,2073,06070790040,Edificios,JESUS ARCADIO MUÑOZ,Alta
-75.579478757199993,6.2904069735,2074,06070950019,Edificios,MARTINEZ,Alta
-75.579478972499999,6.290352238,2075,06070950020,Edificios,BERMUDEZ OLAYA,Alta
-75.579614522100002,6.2907098352,2076,06070950010,Edificios,VALDES,Alta
-75.58386359,6.2904923455,2077,06070790075,Edificios,EUSSE,Alta
-75.582761529500004,6.2914034425,2078,06070770038,Edificios,PEREZ LARREA,Medio
-75.58582294199999,6.2902622912,2079,06070830002,Edificios,CANO GRANADOS P.H.,Baja
-75.582901639499994,6.2909143947,2080,06070770029,Edificios,AGUIRRE MORENO,Medio
-75.583348085200001,6.2904592496,2081,06070780070,Edificios,TORRES P.H.,Alta
-75.583586294,6.2919323368,2082,06070790042,Edificios,TERESA,Alta
-75.583666528699993,6.2903075809,2083,06070780012,Edificios,RODRIGUEZ P.H.,Alta
-75.583644932799999,6.2911569206,2084,06070790062,Edificios,LOPEZ,Alta
-75.583837789599997,6.2912682578,2085,06070790029,Edificios,BLANCA ELENA ARISTIZABAL,Alta
-75.569397504899996,6.3021708232,2086,06040950015,Edificios,QUIROZ VANEGAS PH.,Medio
-75.569303569400006,6.3026626694,2087,06040990012,Edificios,MARIN ECHEVERRY,Medio
-75.569571201499997,6.3038794804,2088,06041030032,Edificios,ORTIZ GOMEZ,Medio
-75.569629273800004,6.3015639025,2089,06040940001,Escuelas Colegios,PREESCOLAR NUEVO AMANECER,Alta
-75.569194935300004,6.3038320673,2090,06041040009,Edificios,TABORDA,Alta
-75.571100773799998,6.3045342721,2091,06041080007,Edificios,SANTAMARIA DE OCHOA,Medio
-75.570449239400006,6.3039211663,2092,06041030018,Edificios,CONJUNTO RESIDENCIAL,Medio
-75.570911754199997,6.3047668383,2093,06041080021,Edificios,MURILLO JIMENEZ,Medio
-75.569475282100001,6.3027681266,2094,06040990009,Edificios,CANO ALVAREZ,Medio
-75.578708133600003,6.3038482227,2098,06020160001,Parque,JUEGOS INFANTILES,Baja
-75.580767395899997,6.2982667846,2099,06030170006,Escuelas Colegios,CRECER CON ALEGRIA,Medio
-75.580856650399994,6.3023270082,2101,06031090003,Instituto Educativo,LEON DE GREIF,Alta
-75.581002495199996,6.3022172968,2102,06031090003,Otros,CAFETERIA,Baja
-75.581548962100001,6.2890457504,2103,06070630021,Centro de Cultura Religiosa,IGLESIA CRISTIANA ESPERANXA DE VIDA,Medio
-75.581562711,6.2882627399,2104,06070630039,Centro de Cultura Religiosa,IGLESIA PENTECOSTAL UNIDA DE COLOMBIA,Medio
-75.579182995899998,6.3044976557,2105,06020300001,Parque,LOS SAUCES,Medio
-75.576761490799996,6.3083276091,2106,06021200002,Otros,CENTRO CRISTIANO LUMINARES EN LE MUNDO,Medio
-75.582228642399997,6.3084179517,2107,06020970002,Escuelas Colegios,CORPORACION PICACHO CON FUTURO,Alta
-75.581726175,6.2900748397,2108,06070740001,Parque,INFANTIL,Alta
-75.577925776800001,6.3083474251,2109,06021190008,Instituto Educativo,HOGAR ICBF,Medio
-75.577755498599998,6.3083387043,2110,06021190040,Instituto Educativo,HOGAR ICBF,Medio
-75.577433724800002,6.3084961463,2111,06021210039,Centro de Cultura Religiosa,PARROQUIA SAN JUAN CRISOSTOMO,Baja
-75.577869453199995,6.3092639652,2112,06021260013,Instituto Educativo,HOGAR ICBF,Medio
-75.577241088199997,6.3091952468,2113,06021290001,Instituto Educativo,BIBLIOTECA POPULAR,Medio
-75.577319942499997,6.3092241835,2114,06021290002,Instituto Educativo,HOGAR ICBF,Medio
-75.577406438699995,6.3093197345,2115,06021290004,Instituto Educativo,HOGAR ICBF,Medio
-75.584974212500001,6.2890766677,2116,06070490001,Otros,IGLESIA EL STO ECCEHOMO,Baja
-75.58495258,6.2891965767,2117,06070490001,Parque,INFANTIL,Baja
-75.580504428300003,6.3050069708,2118,06020340001,Parque,PARQUE,Baja
-75.583762317099996,6.2913736208,2119,06070790031,Club Social,SEDE SOCIAL MIRAMAR,Baja
-75.576451213,6.3101430774,2120,06021280001,Cancha,PLACA POLIDEPORTIVA,Medio
-75.584082234299999,6.3081324442,2121,06110200001,Clinica Hospitales,PUESTO DE SALUD EL TRIUNFO,Medio
-75.5794189386,6.2905643317,2122,06070950016,Instituto Educativo,HOGAR ICBF,Medio
-75.578355828300005,6.303458222,2123,06010010011,Centro de Cultura Religiosa,PARROQUIA SANTA MARIA DEL CARMEN,Alta
-75.578293703300005,6.3036965165,2124,06010010011,Biblioteca,BIBLIOTECA B.TITO BRANDSMA,Medio
-75.578050369500005,6.303702738,2125,06010010004,Otros,SALON COMUNAL BARRIODOCE DE OCT. CENTRAL,Medio
-75.577968564900004,6.3035607995,2126,06010010004,Otros,CENTRO INTEGRAL BARRIO DOCE DE OCT.,Medio
-75.576959740299998,6.3032441736,2127,06010010005,Escuelas Colegios,IE 12 DE OCTUBRE,Alta
-75.581994342200005,6.2880678199,2128,06070620052,Edificios,MERCADOS MUÑOZ,Alta
-75.582030470099994,6.2879994818,2129,06070620053,Edificios,MERCADOS MUÑOZ,Alta
-75.584511777200007,6.3063929375,2130,06120070023,Escuelas Colegios,EL TRIUNFO,Alta
-75.573211153399996,6.3025649358,2132,06040770005,Edificios,CADAVID MENDEZ,Medio
-75.579815385,6.2964630263,2133,06060420039,Edificios,RAMIREZ NUNEZ,Medio
-75.577838807199996,6.302171642,2134,06031290006,Edificios,VELEZ VELEZ,Medio
-75.581715289200005,6.2945555902,2135,06060170004,Edificios,LAYARDA,Medio
-75.577421178899996,6.2951206765,2136,06050400041,Otros,CENTRO DE RESTAURACION,Medio
-75.573984179199996,6.3053860363,2137,06010210005,Cancha,DE MICROFUTBOL,Baja
-75.574821652500006,6.3048276208,2138,06010210005,Señalización,ANTIGUA PLANTA DE BOMBEO,Baja
-75.574146966499995,6.3054729936,2139,06010210005,Tanque,TANQUE,Baja
-75.572293184200007,6.3055004972,2140,06010210003,Parque,JUEGOS INFANTILES,Baja
-75.572900807699995,6.305720372,2141,06010210003,Cancha,DE FUTBOL,Baja
-75.584246288100005,6.2994195763,2142,06080590003,Edificios,Hoyos Ospina,Medio
-75.574947472199995,6.3067634518,2143,06010210004,Bodega,BODEGA,Medio
-75.574549943899996,6.3052891269,2144,06010210005,Tanque,TANQUE,Baja
-75.582705438900007,6.2935022485,2145,06080250009,Edificios,Palacios De Cuesta,Medio
-75.572198323899997,6.3057446922,2146,06010210003,Cancha,DIAMANTE DE BEISBOL,Baja
-75.574120119499995,6.3048891594,2147,06010210005,Señalización,PLANTA DE BOMBEO,Baja
-75.584084886599996,6.2931465117,2148,06080050017,Edificios,Amadeus,Medio
-75.572423553099995,6.3057562372,2149,06010210003,Cancha,DE MICROFUTBOL,Baja
-75.575421738399996,6.3055525652,2150,06010210004,Cancha,MICROFUTBOL,Baja
-75.572551430199994,6.3055111811,2151,06010210003,Cancha,DE BALONCESTO,Baja
-75.573880576700006,6.2967865469,2152,06040010004,Señalización,MURO DE LADRILLO,Baja
-75.586319023100003,6.2963552781,2153,06080010068,Edificios,HOLGUIN,Medio
-75.58724672,6.2930709568,2154,06080010307,Conjuto Residencial,LOS ROBLES II,Medio
-75.586297794,6.2922928496,2155,06080010213,Instituto Educativo,HOGAR INFANTIL BRISAS DE ROBLEDO,Medio
-75.577709155899996,6.3043191449,2156,06010010004,Biblioteca,PARQUE BIBLIOTECA 12 DE OCTUBRE,Alta
-75.581490911,6.3050008932,2157,06020230020,Edificios,EDIFICIO OLGA P.H.,Baja
-75.582456533499993,6.2878884119,2158,06070370034,Edificios,VERA MONTOYA,Medio
-75.580464835300006,6.3053024901,2159,06020520011,Edificios,GARCIA OSORIO,Medio
-75.580811835299997,6.3000405244,2160,06030660006,Edificios,RUBIANO GAVIRIA PH,Medio
-75.580840264299994,6.3054703872,2161,06020530005,Edificios,MARTINI PH,Medio
-75.574944756500003,6.2942961594,2162,06050340018,Edificios,SUCERQUIA PH,Medio
-75.587371128,6.295170974,2163,06080010341,Edificios,PELICANOS II,Medio
-75.586737042300001,6.2950390346,2164,06080010344,Edificios,PELICANOS III,Medio
-75.588043812600006,6.2939073032,2165,06080010336,Edificios,PELICANOS I,Medio
-75.580520038299994,6.3060234488,2166,06020660004,Edificios,OSORIO,Alta
-75.578557350200001,6.292291559,2167,06050250010,RPH,CANO VASQUEZ,Baja
-75.576227485900006,6.298890062,2168,06040210016,Edificios,Patiño Osorio P.H.,Medio
-75.581068688,6.3002169917,2169,06030670013,Edificios,Bernal,Medio
-75.583374723199995,6.2939084928,2170,06080260005,Edificios,Carmona,Medio
-75.575236461700001,6.3080524727,2171,06010450004,Edificios,Seneida Gil Bedoya,Medio
-75.573190686800004,6.2972845657,2172,06040240047,Edificios,Bless,Medio
-75.585146479399995,6.3065430652,2173,06120080008,Edificios,La Esquina,Medio
-75.585701434800001,6.3070455283,2174,06120140006,Edificios,Muñoz,Medio
-75.578978899700004,6.2888348414,2175,06070680022,Edificios,GARCIA GRAJALES,Alta
-75.579176412899997,6.2885044676,2176,06070680003,Edificios,EMESA MORA,Alta
-75.577762232599994,6.2907727126,2177,06050120042,Edificios,Chavarría,Medio
-75.575530204900005,6.3070239157,2178,06010210009,Parque,PARQUEADERO PATIO OPERATIVO,Baja
-75.576275013900002,6.3060167604,2179,06010210010,Instituto Educativo,BARRIO SANTANDER,Alta
-75.575610678800004,6.3065653802,2180,06010210010,Cancha,COLISEO,Baja
-75.5791188014,6.2876890329,2181,06070290014,Edificios,LARREA MUÑOZ,Alta
-75.579046237300005,6.2872459671,2182,06070290043,Edificios,TORO RENDON,Medio
-75.5787738784,6.2880473465,2183,06070290028,Edificios,LA ROSA,Alta
-75.5771755544,6.2897144735,2184,06050040034,Edificios,ZULUAGA CORREALES,Medio
-75.580912259200005,6.3030143255,2185,06031200004,Edificios,Betancur Jimenez,Medio
-75.579514843499993,6.3079721379,2186,06021060010,Edificios,URIBE ÁLVAREZ,Medio
-75.578381096800001,6.2980849794,2187,06030380017,Edificios,OVIEDO GOEZ,Medio
-75.583969054600004,6.2916323405,2188,06070800043,Edificios,BLANDON ALVAREZ,Alta
-75.580416693499998,6.2897717535,2189,06070710020,Edificios,OSORIO,Alta
-75.583345827299993,6.3002090518,2190,06080650002,Cancha,POLIDEPORTIVO PICACHITO,Baja
-75.571562287399999,6.3024887268,2191,06040730006,Teatros y Cines,AL AIRE LIBRE PEDREGAL,Medio
-75.581045925200002,6.2900036314,2192,06070730070,Edificios,URREA ZULUAGA P.H.,Alta
