IrE,ErE,Reward,Param,Value,Q-value
0.492,0.35,-0.192,infectionProbability,0.2,-0.0605
0.5,0.35,-0.2,infectionProbability,0.2,-0.0877
0.5,0.35,-0.2,infectionProbability,1,-0.0866
0.368,0.35,0,infectionProbability,0,0.0041
0.5,0.35,-0.2,infectionProbability,0.6,-0.1098
0.3,0.35,0,infectionProbability,0,0.004
0.328,0.35,0,infectionProbability,0,0.0038
0.3,0.35,0,infectionProbability,0,0.0037
0.3,0.35,0,infectionProbability,0,0.0035
0.3,0.35,0,infectionProbability,0,0.0034
0.3,0.35,0,infectionProbability,0,0.0032
0.3,0.35,0,infectionProbability,0,0.0031
0.3,0.35,0,infectionProbability,0,0.003
0.3,0.35,0,infectionProbability,0,0.0029
0.3,0.35,0,infectionProbability,0,0.0028
0.3,0.35,0,infectionProbability,0,0.0026
0.5,0.35,-0.2,infectionProbability,1,-0.1089
0.384,0.35,0,infectionProbability,0.2,-0.0697
0.332,0.35,0,averageRoomVentilationRate,2.4,0
0.492,0.35,-0.192,averageRoomVentilationRate,0.6,-0.0384
0.29,0.22,0,averageRoomVentilationRate,2.4,0
0.43,0.35,-0.14,averageRoomVentilationRate,1.8,-0.028
0.324,0.35,0,averageRoomVentilationRate,1.2,0
0.354,0.242,0,averageRoomVentilationRate,2.4,0
0.5,0.35,-0.21,averageRoomVentilationRate,0,-0.042
0.092,0.304,0.198,averageRoomVentilationRate,3,0.0396
0.36,0.266,-0.268,averageRoomVentilationRate,3,-0.0156
0.49,0.35,-0.398,averageRoomVentilationRate,1.2,-0.0796
0.084,0.332,0,averageRoomVentilationRate,2.4,0
0.374,0.298,-0.29,averageRoomVentilationRate,2.4,-0.058
0.122,0.342,0,averageRoomVentilationRate,3,-0.015
0.138,0.268,0,averageRoomVentilationRate,3,-0.0144
0.354,0.332,-0.27,averageRoomVentilationRate,3,-0.0678
0.39,0.35,-0.306,averageRoomVentilationRate,1.8,-0.0881
0.352,0.35,-0.268,averageRoomVentilationRate,0.6,-0.0905
0.476,0.35,-0.392,averageRoomVentilationRate,0,-0.1187
0.5,0.35,-0.416,averageRoomVentilationRate,0,-0.1875
0.124,0.302,0,averageRoomVentilationRate,2.4,-0.0557
0.388,0.35,-0.304,infectionProbability,0.2,-0.1162
0.496,0.35,-0.412,infectionProbability,0.6,-0.1698
0.3,0.184,-0.216,infectionProbability,0,-0.0407
0.5,0.35,-0.416,infectionProbability,0.8,-0.0832
0.464,0.35,-0.38,infectionProbability,0.4,-0.1134
0.3,0.172,-0.216,infectionProbability,0,-0.0822
0.5,0.35,-0.416,infectionProbability,0.8,-0.1629
0.3,0.244,-0.216,infectionProbability,0,-0.1221
0.264,0.312,-0.18,infectionProbability,1,-0.1405
0.492,0.35,-0.408,infectionProbability,0.4,-0.1904
0.144,0.346,0,infectionProbability,0.2,-0.1115
0.234,0.258,-0.15,infectionProbability,0.2,-0.1371
0.3,0.26,-0.216,infectionProbability,0,-0.1605
0.128,0.35,0,infectionProbability,0.2,-0.1316
0.268,0.234,-0.184,infectionProbability,0.2,-0.1631
0.5,0.35,-0.416,infectionProbability,1,-0.2181
0.3,0.226,-0.216,infectionProbability,0,-0.1972
0.244,0.306,-0.16,infectionProbability,0.8,-0.1884
0.5,0.35,-0.416,infectionProbability,1,-0.2838
0.098,0.344,0,infectionProbability,0.2,-0.1566
0.34,0.226,-0.256,averageRoomVentilationRate,2.4,-0.1047
0.17,0.346,0,averageRoomVentilationRate,3,-0.0651
0.046,0.306,0,averageRoomVentilationRate,3,-0.0625
0.354,0.2,-0.308,averageRoomVentilationRate,3,-0.1216
0.488,0.35,-0.442,averageRoomVentilationRate,1.2,-0.1648
0.146,0.35,-0.1,averageRoomVentilationRate,1.8,-0.1046
0.396,0.35,-0.35,averageRoomVentilationRate,0.6,-0.1568
0.384,0.35,-0.338,averageRoomVentilationRate,1.8,-0.168
0.108,0.328,0,averageRoomVentilationRate,2.4,-0.1005
0.366,0.35,-0.32,averageRoomVentilationRate,2.4,-0.1604
0.144,0.344,0,averageRoomVentilationRate,3,-0.1167
0.124,0.248,0,averageRoomVentilationRate,3,-0.112
0.372,0.346,-0.326,averageRoomVentilationRate,3,-0.1728
0.5,0.35,-0.454,averageRoomVentilationRate,0.6,-0.2414
0.14,0.304,0,averageRoomVentilationRate,2.4,-0.154
0.384,0.35,-0.338,averageRoomVentilationRate,2.4,-0.2155
0.468,0.35,-0.422,averageRoomVentilationRate,1.2,-0.2426
0.124,0.338,0,averageRoomVentilationRate,1.8,-0.1613
0.426,0.35,-0.38,averageRoomVentilationRate,1.8,-0.2308
0.092,0.338,0,averageRoomVentilationRate,3,-0.1659
0.198,0.2,-0.152,infectionProbability,0.2,-0.1807
0.496,0.35,-0.45,infectionProbability,0.6,-0.253
0.07,0.338,0,infectionProbability,0.2,-0.1735
0.22,0.186,-0.174,infectionProbability,0.2,-0.2014
0.5,0.35,-0.454,infectionProbability,0.8,-0.2717
0.5,0.35,-0.454,infectionProbability,1,-0.3483
0.214,0.21,-0.168,infectionProbability,0.4,-0.2164
0.3,0.224,-0.254,infectionProbability,0,-0.2401
0.072,0.326,0,infectionProbability,0.2,-0.1933
0.262,0.19,-0.216,infectionProbability,0.2,-0.2288
0.476,0.35,-0.43,infectionProbability,0.4,-0.2938
0.066,0.322,0,infectionProbability,0.2,-0.2196
0.282,0.178,-0.236,infectionProbability,0.2,-0.258
0.3,0.194,-0.254,infectionProbability,0,-0.2813
0.464,0.35,-0.418,infectionProbability,0.8,-0.3414
0.3,0.252,-0.254,infectionProbability,0.6,-0.2937
0.202,0.346,-0.156,infectionProbability,0.2,-0.2789
0.074,0.308,0,infectionProbability,0.2,-0.2678
0.358,0.204,-0.312,infectionProbability,0.2,-0.3195
0.3,0.192,-0.254,infectionProbability,0,-0.3209
0.3,0.16,-0.254,averageRoomVentilationRate,3,-0.21
0.364,0.35,-0.318,averageRoomVentilationRate,0,-0.2436
0.3,0.176,-0.254,averageRoomVentilationRate,3,-0.2524
0.3,0.23,-0.254,averageRoomVentilationRate,2.4,-0.2577
0.364,0.248,-0.318,averageRoomVentilationRate,1.8,-0.2852
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.2825
0.3,0.326,-0.254,averageRoomVentilationRate,1.2,-0.2837
0.364,0.35,-0.318,averageRoomVentilationRate,0,-0.2974
0.3,0.19,-0.254,averageRoomVentilationRate,3,-0.2931
0.3,0.206,-0.254,averageRoomVentilationRate,2.4,-0.2981
0.358,0.346,-0.312,averageRoomVentilationRate,0.6,-0.3336
0.3,0.332,-0.254,averageRoomVentilationRate,1.2,-0.3232
0.3,0.26,-0.254,averageRoomVentilationRate,1.8,-0.3246
0.346,0.25,-0.3,averageRoomVentilationRate,3,-0.3414
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.3363
0.3,0.216,-0.254,averageRoomVentilationRate,2.4,-0.337
0.368,0.338,-0.322,averageRoomVentilationRate,1.2,-0.3746
0.3,0.288,-0.254,averageRoomVentilationRate,1.8,-0.3624
0.3,0.256,-0.254,averageRoomVentilationRate,1.8,-0.3941
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.3711
0.5,0.35,-0.454,infectionProbability,0.2,-0.3934
0.312,0.35,-0.266,infectionProbability,0.6,-0.3352
0.5,0.35,-0.454,infectionProbability,0.4,-0.3728
0.3,0.35,-0.254,infectionProbability,0,-0.3589
0.32,0.35,-0.274,infectionProbability,0.6,-0.3766
0.5,0.35,-0.454,infectionProbability,0.8,-0.4186
0.5,0.35,-0.454,infectionProbability,1,-0.4252
0.3,0.338,-0.254,infectionProbability,0,-0.3953
0.5,0.35,-0.454,infectionProbability,0.4,-0.4487
0.5,0.35,-0.454,infectionProbability,0.6,-0.4523
0.248,0.35,-0.202,infectionProbability,0.2,-0.418
0.3,0.35,-0.254,infectionProbability,0,-0.4303
0.484,0.35,-0.438,infectionProbability,0.2,-0.4889
0.328,0.35,-0.282,infectionProbability,0.8,-0.4582
0.5,0.35,-0.454,infectionProbability,1,-0.499
0.3,0.35,-0.254,infectionProbability,0,-0.4639
0.33,0.35,-0.284,infectionProbability,0.4,-0.4875
0.5,0.35,-0.454,infectionProbability,0.6,-0.525
0.5,0.35,-0.454,infectionProbability,0.8,-0.5307
0.372,0.342,-0.326,infectionProbability,0,-0.5105
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.3737
0.3,0.282,-0.254,averageRoomVentilationRate,1.8,-0.42
0.354,0.212,-0.308,averageRoomVentilationRate,2.4,-0.3851
0.3,0.198,-0.254,averageRoomVentilationRate,3,-0.3785
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.407
0.364,0.35,-0.318,averageRoomVentilationRate,0,-0.4223
0.3,0.33,-0.254,averageRoomVentilationRate,1.2,-0.4105
0.3,0.154,-0.254,averageRoomVentilationRate,3,-0.4142
0.368,0.264,-0.322,averageRoomVentilationRate,2.4,-0.4341
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.4415
0.3,0.316,-0.254,averageRoomVentilationRate,1.2,-0.4448
0.348,0.234,-0.302,averageRoomVentilationRate,3,-0.458
0.3,0.33,-0.254,averageRoomVentilationRate,1.2,-0.4739
0.3,0.248,-0.254,averageRoomVentilationRate,1.8,-0.454
0.332,0.338,-0.286,averageRoomVentilationRate,1.2,-0.5039
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.4562
0.3,0.162,-0.254,averageRoomVentilationRate,2.4,-0.4676
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.4747
0.3,0.286,-0.254,averageRoomVentilationRate,1.8,-0.4866
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.4888
0.5,0.35,-0.454,infectionProbability,0.4,-0.5588
0.5,0.35,-0.454,infectionProbability,0.2,-0.5601
0.436,0.35,-0.39,infectionProbability,1,-0.557
0.3,0.35,-0.254,infectionProbability,0,-0.5409
0.5,0.35,-0.454,infectionProbability,0.6,-0.5948
0.422,0.35,-0.376,infectionProbability,0.2,-0.6082
0.5,0.35,-0.454,infectionProbability,0.8,-0.6003
0.3,0.35,-0.254,infectionProbability,0,-0.5701
0.444,0.35,-0.398,infectionProbability,1,-0.6143
0.5,0.35,-0.454,infectionProbability,0.4,-0.6273
0.5,0.35,-0.454,infectionProbability,1,-0.6735
0.344,0.35,-0.298,infectionProbability,0,-0.6069
0.5,0.35,-0.454,infectionProbability,0.6,-0.6618
0.5,0.35,-0.454,infectionProbability,0.8,-0.6671
0.354,0.35,-0.308,infectionProbability,0,-0.6442
0.5,0.35,-0.454,infectionProbability,0.2,-0.6747
0.5,0.35,-0.454,infectionProbability,0.4,-0.693
0.368,0.35,-0.322,infectionProbability,0,-0.6828
0.5,0.35,-0.454,infectionProbability,0.2,-0.7364
0.5,0.35,-0.454,infectionProbability,0.6,-0.7261
0.442,0.35,-0.396,averageRoomVentilationRate,3,-0.5189
0.5,0.35,-0.454,averageRoomVentilationRate,2.4,-0.5397
0.22,0.344,-0.174,averageRoomVentilationRate,3,-0.5259
0.476,0.35,-0.43,averageRoomVentilationRate,1.8,-0.5513
0.5,0.35,-0.454,averageRoomVentilationRate,0.6,-0.5465
0.5,0.35,-0.454,averageRoomVentilationRate,0,-0.56
0.498,0.35,-0.452,averageRoomVentilationRate,1.2,-0.5741
0.484,0.35,-0.438,averageRoomVentilationRate,3,-0.5924
0.208,0.336,-0.162,averageRoomVentilationRate,2.4,-0.5505
0.5,0.35,-0.454,averageRoomVentilationRate,0.6,-0.6154
0.496,0.35,-0.45,averageRoomVentilationRate,2.4,-0.6185
0.252,0.342,-0.206,averageRoomVentilationRate,1.8,-0.5704
0.5,0.35,-0.454,averageRoomVentilationRate,0,-0.6284
0.5,0.35,-0.454,averageRoomVentilationRate,1.8,-0.6384
0.268,0.346,-0.222,averageRoomVentilationRate,1.2,-0.5955
0.496,0.35,-0.45,averageRoomVentilationRate,3,-0.6587
0.5,0.35,-0.454,averageRoomVentilationRate,1.2,-0.6625
0.356,0.35,-0.31,averageRoomVentilationRate,0.6,-0.6528
0.5,0.35,-0.454,averageRoomVentilationRate,2.4,-0.6845
0.5,0.35,-0.454,averageRoomVentilationRate,0,-0.6941
0.418,0.35,-0.372,infectionProbability,0.8,-0.7148
0.5,0.35,-0.454,infectionProbability,1,-0.7373
0.3,0.35,-0.254,infectionProbability,0,-0.7063
0.416,0.35,-0.37,infectionProbability,0.4,-0.7393
0.3,0.35,-0.254,infectionProbability,0,-0.7289
0.3,0.35,-0.254,infectionProbability,0,-0.7482
0.422,0.35,-0.376,infectionProbability,0.8,-0.7614
0.5,0.35,-0.454,infectionProbability,0.6,-0.7879
0.5,0.35,-0.454,infectionProbability,0.4,-0.8001
0.398,0.35,-0.352,infectionProbability,0.2,-0.7774
0.5,0.35,-0.454,infectionProbability,1,-0.7986
0.3,0.35,-0.254,infectionProbability,0,-0.7691
0.36,0.35,-0.314,infectionProbability,0,-0.7999
0.5,0.35,-0.454,infectionProbability,0.8,-0.8217
0.5,0.35,-0.454,infectionProbability,0.2,-0.8371
0.442,0.35,-0.396,infectionProbability,0.6,-0.8356
0.5,0.35,-0.454,infectionProbability,1,-0.8575
0.3,0.35,-0.254,infectionProbability,0,-0.8187
0.448,0.35,-0.402,infectionProbability,0.4,-0.8485
0.3,0.35,-0.254,infectionProbability,0,-0.8368
0.3,0.248,-0.254,averageRoomVentilationRate,1.8,-0.6637
0.362,0.346,-0.316,averageRoomVentilationRate,0.6,-0.6899
0.3,0.196,-0.254,averageRoomVentilationRate,3,-0.6832
0.3,0.318,-0.254,averageRoomVentilationRate,1.2,-0.6868
0.356,0.302,-0.31,averageRoomVentilationRate,1.8,-0.6991
0.3,0.19,-0.254,averageRoomVentilationRate,3,-0.7067
0.3,0.188,-0.254,averageRoomVentilationRate,2.4,-0.7079
0.34,0.336,-0.294,averageRoomVentilationRate,1.2,-0.7182
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.7131
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.7171
0.3,0.3,-0.254,averageRoomVentilationRate,1.8,-0.7219
0.3,0.196,-0.254,averageRoomVentilationRate,3,-0.7292
0.3,0.172,-0.254,averageRoomVentilationRate,2.4,-0.7304
0.3,0.35,-0.254,averageRoomVentilationRate,0.6,-0.7354
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.7392
0.3,0.29,-0.254,averageRoomVentilationRate,1.2,-0.7402
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.7577
0.3,0.298,-0.254,averageRoomVentilationRate,1.8,-0.7439
0.302,0.142,-0.256,averageRoomVentilationRate,3,-0.7512
0.3,0.244,-0.254,averageRoomVentilationRate,2.4,-0.752
0.488,0.35,-0.442,infectionProbability,0.8,-0.8773
0.278,0.286,-0.232,infectionProbability,0.6,-0.8486
0.3,0.24,-0.254,infectionProbability,0,-0.8541
0.124,0.342,0,infectionProbability,0.2,-0.8036
0.326,0.29,-0.28,infectionProbability,0.6,-0.8634
0.294,0.35,-0.248,infectionProbability,0.2,-0.8211
0.114,0.338,0,infectionProbability,0.2,-0.7882
0.36,0.244,-0.314,infectionProbability,0.2,-0.8195
0.5,0.35,-0.454,infectionProbability,1,-0.9079
0.11,0.322,0,infectionProbability,0.2,-0.7867
0.364,0.28,-0.318,infectionProbability,0.2,-0.8188
0.244,0.35,-0.198,infectionProbability,0.2,-0.8257
0.1,0.334,0,infectionProbability,0.2,-0.7927
0.366,0.346,-0.32,infectionProbability,0.2,-0.825
0.226,0.35,-0.18,infectionProbability,0.2,-0.828
0.412,0.35,-0.366,infectionProbability,1,-0.932
0.484,0.35,-0.438,infectionProbability,1,-0.9657
0.236,0.35,-0.19,infectionProbability,0.2,-0.8328
0.138,0.292,0,infectionProbability,0.2,-0.7995
0.358,0.35,-0.312,infectionProbability,0.2,-0.8299
0.5,0.35,-0.454,averageRoomVentilationRate,0.6,-0.7968
0.208,0.35,-0.162,averageRoomVentilationRate,1.2,-0.743
0.486,0.35,-0.44,averageRoomVentilationRate,1.2,-0.8013
0.33,0.35,-0.284,averageRoomVentilationRate,1.8,-0.7709
0.214,0.18,-0.168,averageRoomVentilationRate,3,-0.7548
0.384,0.35,-0.338,averageRoomVentilationRate,2.4,-0.7895
0.092,0.34,0,averageRoomVentilationRate,3,-0.7246
0.236,0.204,-0.19,averageRoomVentilationRate,3,-0.7336
0.276,0.35,-0.23,averageRoomVentilationRate,3,-0.7503
0.078,0.334,0,averageRoomVentilationRate,3,-0.7203
0.248,0.214,-0.202,averageRoomVentilationRate,3,-0.7318
0.216,0.35,-0.17,averageRoomVentilationRate,3,-0.7366
0.074,0.33,0,averageRoomVentilationRate,3,-0.7071
0.266,0.222,-0.22,averageRoomVentilationRate,3,-0.7228
0.49,0.35,-0.444,averageRoomVentilationRate,1.2,-0.8455
0.068,0.332,0,averageRoomVentilationRate,3,-0.6939
0.298,0.202,-0.252,averageRoomVentilationRate,3,-0.7166
0.188,0.35,-0.142,averageRoomVentilationRate,3,-0.7163
0.078,0.322,0,averageRoomVentilationRate,3,-0.6876
0.312,0.19,-0.266,averageRoomVentilationRate,3,-0.7133
0.158,0.346,-0.112,infectionProbability,0.2,-0.8191
0.084,0.31,0,infectionProbability,0.2,-0.7864
0.36,0.284,-0.314,infectionProbability,1,-0.9612
0.16,0.346,-0.114,infectionProbability,0.2,-0.7777
0.11,0.298,0,infectionProbability,0.2,-0.7466
0.364,0.248,-0.318,infectionProbability,0.2,-0.7804
0.162,0.346,-0.116,infectionProbability,0.2,-0.7723
0.11,0.296,0,infectionProbability,0.2,-0.7414
0.354,0.338,-0.308,infectionProbability,0.2,-0.7734
0.5,0.35,-0.454,infectionProbability,1,-0.9835
0.12,0.262,0,infectionProbability,0.2,-0.7425
0.362,0.342,-0.316,infectionProbability,0.2,-0.776
0.124,0.342,0,infectionProbability,0.2,-0.7449
0.138,0.278,0,infectionProbability,0.2,-0.7151
0.458,0.35,-0.412,infectionProbability,0.4,-0.8756
0.126,0.346,0,infectionProbability,0.2,-0.6865
0.17,0.234,-0.124,infectionProbability,0.2,-0.6839
0.342,0.35,-0.296,infectionProbability,0.2,-0.7157
0.09,0.338,0,infectionProbability,0.2,-0.6871
0.188,0.226,-0.142,infectionProbability,0.2,-0.688
0.358,0.35,-0.312,averageRoomVentilationRate,3,-0.7472
0.064,0.336,0,averageRoomVentilationRate,3,-0.7173
0.216,0.222,-0.17,averageRoomVentilationRate,3,-0.7226
0.252,0.35,-0.206,averageRoomVentilationRate,3,-0.7349
0.054,0.338,0,averageRoomVentilationRate,3,-0.7055
0.244,0.194,-0.198,averageRoomVentilationRate,3,-0.7169
0.238,0.35,-0.192,averageRoomVentilationRate,3,-0.7266
0.066,0.336,0,averageRoomVentilationRate,3,-0.6976
0.266,0.232,-0.22,averageRoomVentilationRate,2.4,-0.7872
0.202,0.346,-0.156,averageRoomVentilationRate,3,-0.7009
0.086,0.326,0,averageRoomVentilationRate,3,-0.6728
0.28,0.2,-0.234,averageRoomVentilationRate,3,-0.6927
0.186,0.346,-0.14,averageRoomVentilationRate,3,-0.693
0.066,0.342,0,averageRoomVentilationRate,2.4,-0.7407
0.316,0.186,-0.27,averageRoomVentilationRate,3,-0.7193
0.194,0.35,-0.148,averageRoomVentilationRate,3,-0.7201
0.328,0.35,-0.282,averageRoomVentilationRate,1.2,-0.848
0.342,0.184,-0.296,averageRoomVentilationRate,3,-0.7505
0.284,0.35,-0.238,averageRoomVentilationRate,2.4,-0.7586
0.47,0.35,-0.424,averageRoomVentilationRate,0.6,-0.8423
0.332,0.35,-0.286,infectionProbability,0.6,-0.858
0.5,0.35,-0.454,infectionProbability,0.2,-0.7513
0.426,0.35,-0.38,infectionProbability,0.2,-0.7972
0.412,0.35,-0.366,infectionProbability,0.2,-0.8385
0.5,0.35,-0.454,infectionProbability,0.2,-0.8958
0.3,0.35,-0.254,infectionProbability,0,-0.8707
0.45,0.35,-0.404,infectionProbability,0.6,-0.9045
0.3,0.35,-0.254,infectionProbability,0,-0.8867
0.436,0.35,-0.39,infectionProbability,0.4,-0.9186
0.472,0.35,-0.426,infectionProbability,0.8,-0.9274
0.3,0.35,-0.254,infectionProbability,0,-0.902
0.228,0.35,-0.182,infectionProbability,0.2,-0.8964
0.498,0.35,-0.452,infectionProbability,0.2,-0.9509
0.3,0.35,-0.254,infectionProbability,0,-0.9168
0.406,0.35,-0.36,infectionProbability,0.6,-0.9403
0.364,0.35,-0.318,infectionProbability,0,-0.9437
0.5,0.35,-0.454,infectionProbability,0.4,-0.9726
0.392,0.35,-0.346,infectionProbability,0.8,-0.9595
0.5,0.35,-0.454,infectionProbability,0.6,-0.9935
0.3,0.35,-0.254,infectionProbability,0,-0.9567
0.3,0.122,-0.254,averageRoomVentilationRate,3,-0.7713
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.7782
0.3,0.248,-0.254,averageRoomVentilationRate,2.4,-0.7791
0.3,0.22,-0.254,averageRoomVentilationRate,1.8,-0.7909
0.3,0.206,-0.254,averageRoomVentilationRate,3,-0.7912
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.7979
0.3,0.18,-0.254,averageRoomVentilationRate,2.4,-0.7987
0.3,0.306,-0.254,averageRoomVentilationRate,1.8,-0.81
0.3,0.18,-0.254,averageRoomVentilationRate,3,-0.8104
0.31,0.35,-0.264,averageRoomVentilationRate,0,-0.8188
0.3,0.244,-0.254,averageRoomVentilationRate,2.4,-0.8176
