IrE,ErE,Reward,Param,Value,Q-value
0.148,0.21,-1,infectionProbability,0.2,-2.506
0.362,0.236,-1,infectionProbability,0,-2.521
0.5,0.35,-1,infectionProbability,1,-2.5276
0.174,0.238,-1,averageRoomVentilationRate,6,-2.1663
0.434,0.34,-1,averageRoomVentilationRate,8,-2.1962
0.36,0.252,-1,averageRoomVentilationRate,10,-2.1986
0.5,0.35,-1,averageRoomVentilationRate,0,-2.2042
0.448,0.346,-1,averageRoomVentilationRate,8,-2.2486
0.498,0.35,-1,averageRoomVentilationRate,4,-2.2067
0.424,0.35,-1,averageRoomVentilationRate,2,-2.2145
0.474,0.346,-1,averageRoomVentilationRate,6,-2.223
0.32,0.238,-1,averageRoomVentilationRate,10,-2.2546
0.5,0.35,-1,averageRoomVentilationRate,0,-2.2602
0.458,0.34,-1,averageRoomVentilationRate,8,-2.3003
0.498,0.35,-1,averageRoomVentilationRate,4,-2.2626
0.27,0.348,-1,averageRoomVentilationRate,2,-2.2702
0.488,0.348,-1,averageRoomVentilationRate,6,-2.2785
0.248,0.21,-1,averageRoomVentilationRate,10,-2.3095
0.5,0.35,-1,averageRoomVentilationRate,0,-2.3149
0.5,0.35,-1,averageRoomVentilationRate,4,-2.3173
0.5,0.35,-1,averageRoomVentilationRate,2,-2.3248
0.326,0.33,-1,averageRoomVentilationRate,2,-2.3746
0.492,0.346,-1,averageRoomVentilationRate,6,-2.333
