IrE,ErE,Reward,Param,Value,Q-value
0.42,0.35,-0.242,infectionProbability,0.4,-0.0484
0.3,0.35,-0.122,infectionProbability,0,-0.0352
0.5,0.35,-0.322,infectionProbability,0.8,-0.0903
0.366,0.35,-0.188,infectionProbability,0,-0.0707
0.5,0.35,-0.322,infectionProbability,0.2,-0.1016
0.5,0.35,-0.322,infectionProbability,0.4,-0.1099
0.468,0.35,-0.29,infectionProbability,0.6,-0.1125
0.5,0.35,-0.322,infectionProbability,1,-0.1215
0.3,0.35,-0.122,infectionProbability,0,-0.0908
0.496,0.35,-0.318,infectionProbability,0.8,-0.1485
0.3,0.35,-0.122,infectionProbability,0,-0.1098
0.5,0.35,-0.322,infectionProbability,0.2,-0.1599
0.356,0.35,-0.178,infectionProbability,0,-0.1388
0.5,0.35,-0.322,infectionProbability,0.4,-0.1677
0.5,0.35,-0.322,infectionProbability,0.6,-0.1701
0.5,0.35,-0.322,infectionProbability,0.8,-0.2002
0.5,0.35,-0.322,infectionProbability,1,-0.1786
0.3,0.35,-0.122,infectionProbability,0,-0.1549
0.3,0.35,-0.122,infectionProbability,0,-0.17
0.5,0.35,-0.322,infectionProbability,0.2,-0.2147
0.216,0.248,0,averageRoomVentilationRate,1.8,-0.1174
0.44,0.35,-0.262,averageRoomVentilationRate,1.8,-0.1628
0.394,0.35,-0.216,averageRoomVentilationRate,1.2,-0.1774
0.258,0.21,0,averageRoomVentilationRate,3,-0.1437
0.23,0.35,0,averageRoomVentilationRate,3,-0.1351
0.054,0.324,0.124,averageRoomVentilationRate,3,-0.1022
0.278,0.222,-0.224,averageRoomVentilationRate,3,-0.1408
0.222,0.346,-0.168,averageRoomVentilationRate,3,-0.166
0.492,0.35,-0.438,averageRoomVentilationRate,0.6,-0.2383
0.296,0.258,-0.242,averageRoomVentilationRate,1.8,-0.2014
0.19,0.348,-0.136,averageRoomVentilationRate,3,-0.1832
0.318,0.35,-0.264,averageRoomVentilationRate,1.2,-0.2195
0.418,0.35,-0.364,averageRoomVentilationRate,0,-0.2437
0.288,0.35,-0.234,averageRoomVentilationRate,2.4,-0.2177
0.076,0.308,0,averageRoomVentilationRate,3,-0.1722
0.378,0.286,-0.324,averageRoomVentilationRate,1.8,-0.2501
0.14,0.346,0,averageRoomVentilationRate,3,-0.1619
0.102,0.276,0,averageRoomVentilationRate,3,-0.1522
0.35,0.306,-0.296,averageRoomVentilationRate,3,-0.2022
0.156,0.346,-0.102,averageRoomVentilationRate,3,-0.2105
0.114,0.266,0,infectionProbability,0.2,-0.1952
0.44,0.35,-0.386,infectionProbability,1,-0.2435
0.448,0.35,-0.394,infectionProbability,0.4,-0.2364
0.3,0.158,-0.246,infectionProbability,0,-0.209
0.474,0.35,-0.42,infectionProbability,0.6,-0.2439
0.094,0.342,0,infectionProbability,0.2,-0.1835
0.16,0.25,-0.106,infectionProbability,0.2,-0.1937
0.36,0.346,-0.306,infectionProbability,0.2,-0.2433
0.498,0.35,-0.444,infectionProbability,0.8,-0.277
0.3,0.13,-0.246,infectionProbability,0,-0.2456
0.466,0.35,-0.412,infectionProbability,0.4,-0.3047
0.06,0.332,0,infectionProbability,0.2,-0.2287
0.224,0.198,-0.17,infectionProbability,0.2,-0.249
0.5,0.35,-0.446,infectionProbability,1,-0.3181
0.48,0.35,-0.426,infectionProbability,0.6,-0.3145
0.3,0.13,-0.246,infectionProbability,0,-0.2801
0.268,0.35,-0.214,infectionProbability,0.2,-0.2768
0.066,0.338,0,infectionProbability,0.2,-0.2602
0.266,0.188,-0.212,infectionProbability,0.2,-0.287
0.5,0.35,-0.446,infectionProbability,0.8,-0.3496
0.492,0.35,-0.438,averageRoomVentilationRate,3,-0.2855
0.252,0.294,-0.198,averageRoomVentilationRate,2.4,-0.2443
0.5,0.35,-0.446,averageRoomVentilationRate,1.2,-0.2956
0.5,0.35,-0.446,averageRoomVentilationRate,0.6,-0.3132
0.42,0.35,-0.366,averageRoomVentilationRate,0,-0.3023
0.5,0.35,-0.446,averageRoomVentilationRate,2.4,-0.3188
0.496,0.35,-0.442,averageRoomVentilationRate,1.8,-0.3234
0.314,0.274,-0.26,averageRoomVentilationRate,3,-0.3204
0.5,0.35,-0.446,averageRoomVentilationRate,1.2,-0.367
0.5,0.35,-0.446,averageRoomVentilationRate,0,-0.3734
0.334,0.35,-0.28,averageRoomVentilationRate,0.6,-0.3504
0.5,0.35,-0.446,averageRoomVentilationRate,1.2,-0.4275
0.458,0.35,-0.404,averageRoomVentilationRate,2.4,-0.3805
0.396,0.286,-0.342,averageRoomVentilationRate,3,-0.3695
0.5,0.35,-0.446,averageRoomVentilationRate,1.8,-0.3932
0.5,0.35,-0.446,averageRoomVentilationRate,0.6,-0.4185
0.416,0.336,-0.362,averageRoomVentilationRate,3,-0.4198
0.5,0.35,-0.446,averageRoomVentilationRate,0,-0.4402
0.364,0.35,-0.31,averageRoomVentilationRate,2.4,-0.4197
0.458,0.35,-0.404,averageRoomVentilationRate,1.8,-0.4504
0.3,0.296,-0.246,infectionProbability,0,-0.3125
0.148,0.34,0,infectionProbability,0.2,-0.2698
0.422,0.35,-0.368,infectionProbability,0.2,-0.3272
0.496,0.35,-0.442,infectionProbability,0.4,-0.3748
0.228,0.346,-0.174,infectionProbability,0.6,-0.3301
0.362,0.298,-0.308,infectionProbability,0,-0.3553
0.5,0.35,-0.446,infectionProbability,1,-0.3882
0.134,0.324,0,infectionProbability,0.2,-0.3076
0.442,0.35,-0.388,infectionProbability,0.2,-0.3667
0.5,0.35,-0.446,infectionProbability,0.6,-0.3995
0.278,0.346,-0.224,infectionProbability,0.8,-0.3734
0.3,0.314,-0.246,infectionProbability,0,-0.3832
0.276,0.35,-0.222,infectionProbability,0.2,-0.3891
0.288,0.336,-0.234,infectionProbability,0.8,-0.3978
0.5,0.35,-0.446,infectionProbability,0.4,-0.4415
0.3,0.29,-0.246,infectionProbability,0,-0.4094
0.3,0.326,-0.246,infectionProbability,1,-0.4141
0.44,0.35,-0.386,infectionProbability,0.2,-0.443
0.5,0.35,-0.446,infectionProbability,0.8,-0.4631
0.252,0.324,-0.198,infectionProbability,0.6,-0.4151
0.5,0.35,-0.446,averageRoomVentilationRate,0.6,-0.4826
0.454,0.35,-0.4,averageRoomVentilationRate,2.4,-0.4745
0.286,0.266,-0.232,averageRoomVentilationRate,3,-0.441
0.5,0.35,-0.446,averageRoomVentilationRate,1.2,-0.491
0.5,0.35,-0.446,averageRoomVentilationRate,0,-0.503
0.344,0.236,-0.29,averageRoomVentilationRate,3,-0.4725
0.5,0.35,-0.446,averageRoomVentilationRate,1.8,-0.5126
0.344,0.348,-0.29,averageRoomVentilationRate,3,-0.5022
0.368,0.27,-0.314,averageRoomVentilationRate,2.4,-0.5088
0.5,0.35,-0.446,averageRoomVentilationRate,0.6,-0.5429
0.268,0.346,-0.214,averageRoomVentilationRate,3,-0.5133
0.394,0.34,-0.34,averageRoomVentilationRate,1.2,-0.5295
0.5,0.35,-0.446,averageRoomVentilationRate,0,-0.562
0.302,0.35,-0.248,averageRoomVentilationRate,2.4,-0.5279
0.45,0.35,-0.396,averageRoomVentilationRate,1.8,-0.5611
0.496,0.35,-0.442,averageRoomVentilationRate,3,-0.5709
0.218,0.35,-0.164,averageRoomVentilationRate,2.4,-0.529
0.48,0.35,-0.426,averageRoomVentilationRate,2.4,-0.5825
0.5,0.35,-0.446,averageRoomVentilationRate,1.2,-0.587
0.474,0.35,-0.42,averageRoomVentilationRate,0.6,-0.5943
0.354,0.35,-0.3,infectionProbability,0,-0.4449
0.5,0.35,-0.446,infectionProbability,1,-0.4785
0.4,0.35,-0.346,infectionProbability,0.6,-0.4594
0.5,0.35,-0.446,infectionProbability,0.4,-0.5042
0.5,0.35,-0.446,infectionProbability,0.2,-0.5056
0.3,0.35,-0.246,infectionProbability,0,-0.4674
0.5,0.35,-0.446,infectionProbability,0.6,-0.5211
0.5,0.35,-0.446,infectionProbability,0.8,-0.5246
0.3,0.344,-0.246,infectionProbability,0,-0.4885
0.5,0.35,-0.446,infectionProbability,0.8,-0.5758
0.5,0.35,-0.446,infectionProbability,1,-0.539
0.3,0.342,-0.246,infectionProbability,0,-0.5084
0.5,0.35,-0.446,infectionProbability,0.4,-0.5631
0.498,0.35,-0.444,infectionProbability,0.2,-0.564
0.3,0.338,-0.246,infectionProbability,0,-0.5271
0.5,0.35,-0.446,infectionProbability,0.6,-0.579
0.3,0.35,-0.246,infectionProbability,0,-0.5447
0.344,0.35,-0.29,infectionProbability,1,-0.5647
0.5,0.35,-0.446,infectionProbability,0.6,-0.6287
0.3,0.35,-0.246,infectionProbability,0,-0.5612
0.338,0.222,-0.284,averageRoomVentilationRate,1.8,-0.5842
0.3,0.35,-0.246,averageRoomVentilationRate,0,-0.5775
0.3,0.168,-0.246,averageRoomVentilationRate,3,-0.5858
0.37,0.35,-0.316,averageRoomVentilationRate,0,-0.606
0.3,0.248,-0.246,averageRoomVentilationRate,2.4,-0.5967
0.3,0.278,-0.246,averageRoomVentilationRate,1.8,-0.5983
0.366,0.184,-0.312,averageRoomVentilationRate,3,-0.6131
0.3,0.33,-0.246,averageRoomVentilationRate,1.2,-0.601
0.3,0.35,-0.246,averageRoomVentilationRate,0.6,-0.6078
0.342,0.236,-0.288,averageRoomVentilationRate,2.4,-0.6185
0.3,0.292,-0.246,averageRoomVentilationRate,1.8,-0.6116
0.3,0.326,-0.246,averageRoomVentilationRate,1.2,-0.6141
0.372,0.35,-0.318,averageRoomVentilationRate,0,-0.6333
0.3,0.35,-0.246,averageRoomVentilationRate,0.6,-0.6206
0.3,0.198,-0.246,averageRoomVentilationRate,2.4,-0.6296
0.37,0.28,-0.316,averageRoomVentilationRate,1.8,-0.6381
0.3,0.178,-0.246,averageRoomVentilationRate,3,-0.6255
0.3,0.304,-0.246,averageRoomVentilationRate,1.2,-0.6265
0.362,0.35,-0.308,averageRoomVentilationRate,0.6,-0.6449
0.3,0.258,-0.246,averageRoomVentilationRate,2.4,-0.6405
0.3,0.182,-0.246,infectionProbability,0,-0.5767
0.488,0.35,-0.434,infectionProbability,0.4,-0.6162
0.172,0.35,-0.118,infectionProbability,0.2,-0.5538
0.224,0.236,-0.17,infectionProbability,0.2,-0.5546
0.358,0.35,-0.304,infectionProbability,0.2,-0.5821
0.5,0.35,-0.446,infectionProbability,1,-0.62
0.27,0.3,-0.216,infectionProbability,0.8,-0.5845
0.3,0.264,-0.246,infectionProbability,0,-0.5913
0.108,0.346,0,infectionProbability,0.2,-0.5472
0.252,0.23,-0.198,infectionProbability,0.2,-0.5539
0.344,0.35,-0.29,infectionProbability,0.2,-0.5787
0.084,0.346,0,infectionProbability,0.2,-0.544
0.276,0.222,-0.222,infectionProbability,0.2,-0.5557
0.3,0.35,-0.246,infectionProbability,0.2,-0.5716
0.108,0.342,0,infectionProbability,0.2,-0.5373
0.324,0.23,-0.27,infectionProbability,0.2,-0.5591
0.3,0.35,-0.246,infectionProbability,0.2,-0.5747
0.106,0.34,0,infectionProbability,0.2,-0.5402
0.346,0.224,-0.292,infectionProbability,0.2,-0.5662
0.274,0.35,-0.22,infectionProbability,0.2,-0.5763
0.074,0.31,0,averageRoomVentilationRate,3,-0.588
0.35,0.19,-0.296,averageRoomVentilationRate,3,-0.6119
0.16,0.346,-0.106,averageRoomVentilationRate,3,-0.5964
0.096,0.282,0,averageRoomVentilationRate,3,-0.5606
0.352,0.324,-0.298,averageRoomVentilationRate,3,-0.5866
0.148,0.346,0,averageRoomVentilationRate,3,-0.5514
0.12,0.282,0,averageRoomVentilationRate,3,-0.5183
0.36,0.346,-0.306,averageRoomVentilationRate,3,-0.5484
0.098,0.34,0,averageRoomVentilationRate,3,-0.5155
0.124,0.262,0,averageRoomVentilationRate,3,-0.4845
0.356,0.348,-0.302,averageRoomVentilationRate,3,-0.5159
0.09,0.342,0,averageRoomVentilationRate,3,-0.4849
0.142,0.256,0,averageRoomVentilationRate,3,-0.4558
0.366,0.35,-0.312,averageRoomVentilationRate,3,-0.4909
0.106,0.342,0,averageRoomVentilationRate,3,-0.4614
0.172,0.226,-0.118,averageRoomVentilationRate,3,-0.4573
0.36,0.348,-0.306,averageRoomVentilationRate,3,-0.4911
0.104,0.344,0,averageRoomVentilationRate,3,-0.4616
0.218,0.178,-0.164,averageRoomVentilationRate,3,-0.4667
0.306,0.35,-0.252,averageRoomVentilationRate,3,-0.4891
0.066,0.336,0,infectionProbability,0.2,-0.5417
0.214,0.204,-0.16,infectionProbability,0.2,-0.5412
0.23,0.35,-0.176,infectionProbability,0.2,-0.5439
0.056,0.332,0,infectionProbability,0.2,-0.5113
0.246,0.174,-0.192,infectionProbability,0.2,-0.519
0.258,0.35,-0.204,infectionProbability,0.2,-0.5287
0.06,0.334,0,infectionProbability,0.2,-0.4969
0.262,0.21,-0.208,infectionProbability,0.2,-0.5087
0.23,0.346,-0.176,infectionProbability,0.2,-0.5134
0.072,0.318,0,infectionProbability,0.2,-0.4826
0.284,0.198,-0.23,infectionProbability,0.2,-0.4996
0.21,0.35,-0.156,infectionProbability,0.2,-0.5009
0.406,0.35,-0.352,infectionProbability,0.6,-0.6435
0.326,0.19,-0.272,infectionProbability,0.2,-0.5252
0.162,0.35,-0.108,infectionProbability,0.2,-0.5153
0.08,0.308,0,infectionProbability,0.2,-0.4844
0.356,0.27,-0.302,infectionProbability,0.2,-0.5157
0.154,0.346,-0.1,infectionProbability,0.2,-0.5048
0.158,0.332,-0.104,infectionProbability,0.4,-0.5844
0.36,0.28,-0.306,infectionProbability,0.2,-0.5357
0.138,0.342,0,averageRoomVentilationRate,3,-0.4598
0.12,0.282,0,averageRoomVentilationRate,3,-0.4322
0.352,0.328,-0.298,averageRoomVentilationRate,3,-0.4659
0.162,0.346,-0.108,averageRoomVentilationRate,3,-0.4595
0.114,0.276,0,averageRoomVentilationRate,3,-0.4319
0.36,0.348,-0.306,averageRoomVentilationRate,3,-0.4672
0.108,0.342,0,averageRoomVentilationRate,3,-0.4392
0.154,0.214,0,averageRoomVentilationRate,3,-0.4128
0.36,0.35,-0.306,averageRoomVentilationRate,3,-0.4493
0.128,0.344,0,averageRoomVentilationRate,3,-0.4223
0.148,0.278,0,averageRoomVentilationRate,2.4,-0.5715
0.358,0.35,-0.304,averageRoomVentilationRate,3,-0.4578
0.088,0.34,0,averageRoomVentilationRate,3,-0.4303
0.2,0.21,-0.146,averageRoomVentilationRate,3,-0.4337
0.344,0.35,-0.29,averageRoomVentilationRate,3,-0.4657
0.076,0.338,0,averageRoomVentilationRate,3,-0.4377
0.234,0.188,-0.18,averageRoomVentilationRate,3,-0.4475
0.27,0.346,-0.216,averageRoomVentilationRate,3,-0.4638
0.088,0.338,0,averageRoomVentilationRate,3,-0.436
0.236,0.194,-0.182,averageRoomVentilationRate,3,-0.4462
0.262,0.348,-0.208,infectionProbability,0.2,-0.5451
0.084,0.332,0,infectionProbability,0.2,-0.5124
0.264,0.198,-0.21,infectionProbability,0.2,-0.5237
0.47,0.35,-0.416,infectionProbability,0.4,-0.624
0.076,0.324,0,infectionProbability,0.2,-0.4923
0.282,0.196,-0.228,infectionProbability,0.2,-0.5083
0.208,0.346,-0.154,infectionProbability,0.2,-0.5086
0.084,0.328,0,infectionProbability,0.2,-0.4781
0.316,0.212,-0.262,infectionProbability,0.2,-0.5018
0.194,0.346,-0.14,infectionProbability,0.2,-0.4997
0.074,0.31,0,infectionProbability,0.2,-0.4697
0.342,0.214,-0.288,infectionProbability,0.2,-0.4992
0.3,0.206,-0.246,infectionProbability,0,-0.5921
0.072,0.306,0,infectionProbability,0.2,-0.4692
0.364,0.248,-0.31,infectionProbability,0.2,-0.503
0.15,0.342,0,infectionProbability,0.2,-0.4729
0.09,0.288,0,infectionProbability,0.2,-0.4445
0.358,0.332,-0.304,infectionProbability,0.2,-0.4786
0.142,0.346,0,infectionProbability,0.2,-0.4499
0.118,0.274,0,infectionProbability,0.2,-0.4229
0.35,0.344,-0.296,averageRoomVentilationRate,3,-0.4787
0.118,0.342,0,averageRoomVentilationRate,3,-0.4499
0.134,0.27,0,averageRoomVentilationRate,3,-0.4229
0.368,0.346,-0.314,averageRoomVentilationRate,3,-0.4604
0.124,0.342,0,averageRoomVentilationRate,3,-0.4327
0.138,0.258,0,averageRoomVentilationRate,3,-0.4068
0.346,0.348,-0.292,averageRoomVentilationRate,3,-0.4408
0.08,0.34,0,averageRoomVentilationRate,3,-0.4143
0.186,0.192,-0.132,averageRoomVentilationRate,3,-0.4159
0.35,0.35,-0.296,averageRoomVentilationRate,3,-0.4501
0.094,0.338,0,averageRoomVentilationRate,3,-0.4231
0.216,0.194,-0.162,averageRoomVentilationRate,3,-0.4301
0.282,0.348,-0.228,averageRoomVentilationRate,3,-0.4499
0.072,0.326,0,averageRoomVentilationRate,3,-0.4229
0.206,0.208,-0.152,averageRoomVentilationRate,3,-0.4279
0.294,0.35,-0.24,averageRoomVentilationRate,3,-0.4503
0.054,0.334,0,averageRoomVentilationRate,3,-0.4233
0.252,0.194,-0.198,averageRoomVentilationRate,3,-0.4375
0.242,0.35,-0.188,averageRoomVentilationRate,3,-0.4488
0.066,0.334,0,averageRoomVentilationRate,3,-0.4219
0.27,0.194,-0.216,infectionProbability,0.2,-0.4407
0.238,0.35,-0.184,infectionProbability,0.2,-0.4511
0.1,0.324,0,infectionProbability,0.2,-0.424
0.302,0.206,-0.248,infectionProbability,0.2,-0.4482
0.186,0.346,-0.132,infectionProbability,0.2,-0.4477
0.062,0.32,0,infectionProbability,0.2,-0.4208
0.338,0.224,-0.284,infectionProbability,0.2,-0.4524
0.192,0.346,-0.138,infectionProbability,0.2,-0.4528
0.08,0.312,0,infectionProbability,0.2,-0.4257
0.352,0.234,-0.298,infectionProbability,0.2,-0.4597
0.142,0.346,0,infectionProbability,0.2,-0.4321
0.09,0.302,0,infectionProbability,0.2,-0.4062
0.352,0.286,-0.298,infectionProbability,0.2,-0.4414
0.172,0.342,-0.118,infectionProbability,0.2,-0.4386
0.084,0.296,0,infectionProbability,0.2,-0.4122
0.342,0.35,-0.288,infectionProbability,0.2,-0.4451
0.15,0.346,0,infectionProbability,0.2,-0.4184
0.11,0.282,0,infectionProbability,0.2,-0.3933
0.348,0.346,-0.294,infectionProbability,0.2,-0.4285
0.158,0.346,-0.104,infectionProbability,0.2,-0.4236
0.132,0.264,0,averageRoomVentilationRate,3,-0.3966
0.35,0.346,-0.296,averageRoomVentilationRate,3,-0.432
0.132,0.342,0,averageRoomVentilationRate,3,-0.4061
0.176,0.228,-0.122,averageRoomVentilationRate,3,-0.4061
0.356,0.35,-0.302,averageRoomVentilationRate,3,-0.4421
0.088,0.338,0,averageRoomVentilationRate,3,-0.4156
0.206,0.214,-0.152,averageRoomVentilationRate,3,-0.4211
0.336,0.35,-0.282,averageRoomVentilationRate,3,-0.4522
0.056,0.336,0,averageRoomVentilationRate,3,-0.4251
0.224,0.21,-0.17,averageRoomVentilationRate,3,-0.4336
0.258,0.35,-0.204,averageRoomVentilationRate,3,-0.4483
0.096,0.34,0,averageRoomVentilationRate,3,-0.4214
0.236,0.18,-0.182,averageRoomVentilationRate,3,-0.4326
0.222,0.35,-0.168,averageRoomVentilationRate,3,-0.4402
0.09,0.336,0,averageRoomVentilationRate,3,-0.4138
0.27,0.2,-0.216,averageRoomVentilationRate,3,-0.4322
0.212,0.35,-0.158,averageRoomVentilationRate,3,-0.4378
0.078,0.33,0,averageRoomVentilationRate,3,-0.4116
0.276,0.182,-0.222,averageRoomVentilationRate,3,-0.4313
0.188,0.346,-0.134,averageRoomVentilationRate,3,-0.4322
0.072,0.31,0,infectionProbability,0.2,-0.3982
0.322,0.236,-0.268,infectionProbability,0.2,-0.4279
0.176,0.346,-0.122,infectionProbability,0.2,-0.4266
0.07,0.316,0,infectionProbability,0.2,-0.401
0.36,0.198,-0.306,infectionProbability,0.2,-0.4382
0.172,0.346,-0.118,infectionProbability,0.2,-0.4355
0.1,0.298,0,infectionProbability,0.2,-0.4093
0.366,0.27,-0.312,infectionProbability,0.2,-0.4472
0.168,0.344,-0.114,infectionProbability,0.2,-0.4431
0.102,0.284,0,infectionProbability,0.2,-0.4166
0.366,0.318,-0.312,infectionProbability,0.2,-0.454
0.142,0.346,0,infectionProbability,0.2,-0.4267
0.094,0.284,0,infectionProbability,0.2,-0.4011
0.362,0.324,-0.308,infectionProbability,0.2,-0.4387
0.128,0.344,0,infectionProbability,0.2,-0.4123
0.144,0.24,0,infectionProbability,0.2,-0.3876
0.36,0.346,-0.306,infectionProbability,0.2,-0.4255
0.124,0.342,0,infectionProbability,0.2,-0.4
0.16,0.234,-0.106,infectionProbability,0.2,-0.3972
0.374,0.35,-0.32,infectionProbability,0.2,-0.4374
0.12,0.342,0,averageRoomVentilationRate,3,-0.4063
0.176,0.214,-0.122,averageRoomVentilationRate,3,-0.4063
0.356,0.35,-0.302,averageRoomVentilationRate,3,-0.4423
0.064,0.332,0,averageRoomVentilationRate,3,-0.4158
0.5,0.35,-0.446,averageRoomVentilationRate,0,-0.654
0.322,0.348,-0.268,averageRoomVentilationRate,3,-0.4444
0.074,0.336,0,averageRoomVentilationRate,3,-0.4178
0.214,0.238,-0.16,averageRoomVentilationRate,2.4,-0.5477
0.234,0.35,-0.18,averageRoomVentilationRate,3,-0.4287
0.08,0.332,0,averageRoomVentilationRate,3,-0.403
0.244,0.214,-0.19,averageRoomVentilationRate,3,-0.4168
0.246,0.35,-0.192,averageRoomVentilationRate,3,-0.4302
0.064,0.33,0,averageRoomVentilationRate,3,-0.4044
0.268,0.234,-0.214,averageRoomVentilationRate,3,-0.4229
0.224,0.348,-0.17,averageRoomVentilationRate,3,-0.4315
0.062,0.328,0,averageRoomVentilationRate,3,-0.4056
0.304,0.21,-0.25,averageRoomVentilationRate,3,-0.4313
0.188,0.346,-0.134,averageRoomVentilationRate,3,-0.4322
0.072,0.306,0,averageRoomVentilationRate,3,-0.4063
0.318,0.22,-0.264,averageRoomVentilationRate,3,-0.4347
0.192,0.346,-0.138,infectionProbability,0.2,-0.4387
0.076,0.314,0,infectionProbability,0.2,-0.4124
0.358,0.238,-0.304,infectionProbability,0.2,-0.4485
0.19,0.346,-0.136,infectionProbability,0.2,-0.4488
0.07,0.302,0,infectionProbability,0.2,-0.4218
0.37,0.284,-0.316,infectionProbability,0.2,-0.4597
0.158,0.346,-0.104,infectionProbability,0.2,-0.4529
0.092,0.288,0,infectionProbability,0.2,-0.4258
0.35,0.338,-0.296,infectionProbability,0.2,-0.4594
0.17,0.346,-0.116,infectionProbability,0.2,-0.4551
0.102,0.29,0,infectionProbability,0.2,-0.4277
0.37,0.346,-0.316,infectionProbability,0.2,-0.4653
0.15,0.346,0,infectionProbability,0.2,-0.4374
0.15,0.244,0,infectionProbability,0.2,-0.4111
0.356,0.348,-0.302,infectionProbability,0.2,-0.4469
0.106,0.342,0,infectionProbability,0.2,-0.42
0.182,0.232,-0.128,infectionProbability,0.2,-0.4204
0.358,0.35,-0.304,infectionProbability,0.2,-0.456
0.496,0.35,-0.442,infectionProbability,0.8,-0.6198
0.188,0.216,-0.134,infectionProbability,0.2,-0.4555
0.334,0.35,-0.28,averageRoomVentilationRate,3,-0.4646
0.064,0.34,0,averageRoomVentilationRate,3,-0.4368
0.22,0.204,-0.166,averageRoomVentilationRate,3,-0.4438
0.252,0.35,-0.198,averageRoomVentilationRate,3,-0.4567
0.064,0.326,0,averageRoomVentilationRate,3,-0.4293
0.24,0.226,-0.186,averageRoomVentilationRate,3,-0.4408
0.228,0.348,-0.174,averageRoomVentilationRate,3,-0.4491
0.07,0.332,0,averageRoomVentilationRate,3,-0.4222
0.262,0.164,-0.208,averageRoomVentilationRate,3,-0.4384
0.246,0.35,-0.192,averageRoomVentilationRate,3,-0.4505
0.078,0.33,0,averageRoomVentilationRate,3,-0.4235
0.282,0.202,-0.228,averageRoomVentilationRate,3,-0.4437
0.212,0.346,-0.158,averageRoomVentilationRate,3,-0.4487
0.084,0.316,0,averageRoomVentilationRate,3,-0.4217
0.302,0.214,-0.248,averageRoomVentilationRate,3,-0.446
0.186,0.348,-0.132,averageRoomVentilationRate,3,-0.4457
0.1,0.314,0,averageRoomVentilationRate,3,-0.4189
0.344,0.208,-0.29,averageRoomVentilationRate,3,-0.4518
0.164,0.344,-0.11,averageRoomVentilationRate,3,-0.4467
0.11,0.3,0,averageRoomVentilationRate,3,-0.4199
0.378,0.222,-0.324,infectionProbability,0.2,-0.4929
0.154,0.346,-0.1,infectionProbability,0.2,-0.4834
0.092,0.296,0,infectionProbability,0.2,-0.4544
0.356,0.328,-0.302,infectionProbability,0.2,-0.4875
0.14,0.344,0,infectionProbability,0.2,-0.4582
0.11,0.27,0,infectionProbability,0.2,-0.4307
0.352,0.346,-0.298,infectionProbability,0.2,-0.4645
0.146,0.346,0,infectionProbability,0.2,-0.4366
0.134,0.258,0,infectionProbability,0.2,-0.4104
0.358,0.346,-0.304,infectionProbability,0.2,-0.4466
0.3,0.174,-0.246,infectionProbability,0,-0.5854
0.154,0.238,-0.1,infectionProbability,0.2,-0.4398
0.354,0.348,-0.3,infectionProbability,0.2,-0.4734
0.084,0.338,0,infectionProbability,0.2,-0.445
0.186,0.216,-0.132,infectionProbability,0.2,-0.4447
0.358,0.35,-0.304,infectionProbability,0.2,-0.4788
